,pm10,pm25,so2,co,o3,no2,categori
859,30.0,99.0,36.0,22.0,47.0,20.0,SEDANG
860,29.0,95.0,36.0,22.0,40.0,26.037452480962237,SEDANG
861,18.0,79.0,38.0,20.0,35.0,14.0,SEDANG
862,63.0,91.0,13.0,29.0,24.0,46.0,SEDANG
863,61.0,85.0,13.0,27.0,23.0,52.0,SEDANG
864,61.0,90.0,13.0,29.0,20.0,44.0,SEDANG
865,59.0,82.0,16.0,26.0,21.0,40.0,SEDANG
866,56.0,80.0,12.0,30.0,19.0,46.0,SEDANG
867,52.0,73.0,10.0,27.0,27.0,40.0,SEDANG
868,72.0,108.0,16.0,31.0,24.0,48.0,TIDAK SEHAT
869,55.0,76.0,16.0,25.0,21.0,40.0,SEDANG
870,55.0,76.0,13.0,26.0,24.0,41.0,SEDANG
871,30.0,80.0,35.0,17.0,47.0,10.0,SEDANG
872,28.0,79.0,35.0,18.0,40.0,11.0,SEDANG
873,17.0,65.0,34.0,17.0,48.0,9.0,SEDANG
874,38.0,76.0,33.0,24.0,36.0,17.0,SEDANG
875,26.0,68.0,34.0,19.0,28.0,18.0,SEDANG
876,23.0,103.0,39.0,20.0,54.0,15.0,TIDAK SEHAT
877,38.0,81.0,34.0,21.0,49.0,18.0,SEDANG
878,34.0,88.0,34.0,19.0,49.0,16.0,SEDANG
879,28.0,87.0,35.0,20.0,45.0,13.0,SEDANG
880,26.0,93.0,36.0,20.0,44.0,14.0,SEDANG
881,61.0,101.0,28.0,19.0,62.0,20.0,TIDAK SEHAT
882,57.0,90.0,28.0,17.0,58.0,17.0,SEDANG
883,60.0,101.0,27.0,21.0,59.0,22.0,TIDAK SEHAT
884,68.0,103.0,13.0,28.0,26.0,44.0,TIDAK SEHAT
885,60.0,85.0,11.0,27.0,37.0,44.0,SEDANG
886,47.0,64.0,10.0,28.0,26.0,45.0,SEDANG
887,50.0,74.0,10.0,29.0,29.0,39.0,SEDANG
888,53.0,78.0,10.0,26.0,23.0,37.0,SEDANG
889,53.0,75.0,16.0,24.0,21.0,42.0,SEDANG
890,62.0,91.0,13.0,26.0,27.0,42.0,SEDANG
891,64.0,96.0,16.0,28.0,23.0,42.0,SEDANG
892,61.0,91.0,15.0,25.0,19.0,33.0,SEDANG
893,55.0,81.0,15.0,23.0,21.0,35.0,SEDANG
894,56.0,77.0,12.0,22.0,28.0,28.0,SEDANG
895,54.0,78.0,12.0,23.0,24.0,30.0,SEDANG
896,62.0,93.0,19.0,26.0,25.0,44.0,SEDANG
897,62.0,93.0,17.0,26.0,27.0,43.0,SEDANG
898,63.0,90.0,14.0,26.0,38.0,38.0,SEDANG
899,64.0,91.0,15.0,28.0,33.0,48.0,SEDANG
900,65.0,92.0,15.0,25.0,31.0,44.0,SEDANG
901,62.0,93.0,13.0,23.0,30.0,32.0,SEDANG
902,60.0,86.0,13.0,24.0,32.0,38.0,SEDANG
903,64.0,93.0,14.0,26.0,27.0,46.0,SEDANG
904,67.0,96.0,17.0,27.0,27.0,47.0,SEDANG
905,63.0,84.0,19.0,25.0,26.0,40.0,SEDANG
906,56.0,77.0,12.0,23.0,28.0,32.0,SEDANG
907,62.0,98.0,13.0,27.0,24.0,43.0,SEDANG
908,66.0,90.0,13.0,25.0,28.0,37.0,SEDANG
909,55.0,78.0,13.0,24.0,28.0,39.0,SEDANG
910,69.0,106.0,14.0,30.0,36.0,50.0,TIDAK SEHAT
911,62.0,86.0,14.0,24.0,33.0,41.0,SEDANG
912,65.0,98.0,14.0,26.0,41.0,42.0,SEDANG
913,68.0,98.0,15.0,28.0,30.0,46.0,SEDANG
914,56.0,75.0,14.0,25.0,24.0,40.0,SEDANG
915,65.0,99.0,57.0,10.0,34.0,23.0,SEDANG
916,64.0,86.0,57.0,11.0,28.0,27.0,SEDANG
917,56.0,70.0,58.0,9.0,21.0,31.0,SEDANG
918,54.0,83.0,58.0,13.0,23.0,37.0,SEDANG
919,56.0,80.0,57.0,12.0,28.0,24.0,SEDANG
920,61.0,83.0,58.0,10.0,25.0,23.0,SEDANG
921,62.0,92.0,57.0,10.0,33.0,20.0,SEDANG
922,74.0,107.0,59.0,12.0,25.0,32.0,TIDAK SEHAT
923,67.0,91.0,57.0,10.0,23.0,20.0,SEDANG
924,60.0,85.0,57.0,9.0,23.0,17.0,SEDANG
925,59.0,79.0,57.0,8.0,30.0,12.0,SEDANG
926,55.0,83.0,57.0,9.0,28.0,14.0,SEDANG
927,66.0,102.0,59.0,13.0,29.0,34.0,TIDAK SEHAT
928,71.0,100.0,58.0,11.0,30.0,29.0,SEDANG
929,67.0,93.0,57.0,10.0,40.0,22.0,SEDANG
930,62.0,90.0,11.0,28.0,31.0,41.0,SEDANG
931,55.0,74.0,9.0,26.0,25.0,38.0,SEDANG
932,69.0,103.0,12.0,38.0,29.0,51.0,TIDAK SEHAT
933,58.0,78.0,9.0,36.0,26.0,52.0,SEDANG
934,53.0,66.0,10.0,28.0,21.0,41.0,SEDANG
935,30.0,38.0,8.0,24.0,15.0,24.0,BAIK
936,24.0,41.0,8.0,24.0,24.0,26.0,BAIK
937,31.0,53.0,11.0,23.0,24.0,30.0,SEDANG
938,43.0,66.0,8.0,31.0,28.0,49.0,SEDANG
939,55.0,77.0,11.0,24.0,32.0,37.0,SEDANG
940,64.0,94.0,13.0,32.0,25.0,50.0,SEDANG
941,60.0,86.0,11.0,26.0,35.0,43.0,SEDANG
942,66.0,93.0,15.0,30.0,23.0,50.0,SEDANG
943,59.0,83.0,12.0,27.0,26.0,41.0,SEDANG
944,58.0,85.0,15.0,25.0,28.0,40.0,SEDANG
945,58.0,92.0,13.0,27.0,28.0,49.0,SEDANG
946,59.0,88.0,17.0,26.0,20.0,45.0,SEDANG
947,63.0,91.0,17.0,25.0,27.0,40.0,SEDANG
948,73.0,102.0,16.0,8.0,22.0,48.0,TIDAK SEHAT
949,67.0,95.0,14.0,5.0,24.0,45.0,SEDANG
950,50.0,61.0,11.0,5.0,24.0,40.0,SEDANG
951,58.0,76.0,14.0,5.0,26.0,44.0,SEDANG
952,63.0,88.0,17.0,6.0,27.0,51.0,SEDANG
953,55.0,77.0,16.0,5.0,16.0,42.0,SEDANG
954,58.0,82.0,16.0,22.05887241438038,24.0,41.0,SEDANG
955,62.0,88.0,16.0,25.0,22.0,40.0,SEDANG
956,63.0,87.0,18.0,23.0,27.0,32.0,SEDANG
957,69.0,99.0,14.0,34.0,19.0,50.0,SEDANG
958,60.0,79.0,18.0,26.0,31.0,37.0,SEDANG
959,58.0,76.0,12.0,35.0,26.0,51.0,SEDANG
960,49.0,61.0,16.0,30.0,21.0,36.0,SEDANG
961,52.0,66.0,18.0,25.0,23.0,33.0,SEDANG
962,50.0,69.0,14.0,28.0,33.0,38.0,SEDANG
963,54.0,73.0,9.0,26.0,41.0,42.0,SEDANG
964,53.0,72.0,11.0,27.0,32.0,32.0,SEDANG
965,63.0,98.0,13.0,24.0,33.0,30.0,SEDANG
966,67.0,93.0,15.0,30.0,27.0,46.0,SEDANG
967,62.0,87.0,16.0,25.0,24.0,37.0,SEDANG
968,62.0,89.0,16.0,26.0,26.0,43.0,SEDANG
969,63.0,90.0,15.0,25.0,30.0,41.0,SEDANG
970,63.0,89.0,17.0,25.0,27.0,35.0,SEDANG
971,57.0,85.0,15.0,26.0,20.0,40.0,SEDANG
972,58.0,76.0,20.0,26.0,20.0,34.0,SEDANG
973,51.0,65.0,13.0,30.0,23.0,29.0,SEDANG
974,56.0,74.0,14.0,25.0,23.0,32.0,SEDANG
975,53.0,67.0,12.0,27.0,24.0,33.0,SEDANG
976,52.0,74.0,11.0,34.0,22.0,34.0,SEDANG
977,41.0,58.0,10.0,24.0,23.0,33.0,SEDANG
978,74.0,106.0,56.0,13.0,23.0,18.0,TIDAK SEHAT
979,70.0,98.0,57.0,18.0,20.0,26.0,SEDANG
980,48.0,61.0,55.0,10.0,18.0,17.0,SEDANG
981,57.0,80.0,56.0,14.0,17.0,26.0,SEDANG
982,70.0,97.0,56.0,15.0,21.0,28.0,SEDANG
983,62.0,87.0,56.0,12.0,21.0,18.0,SEDANG
984,65.0,88.0,57.0,10.0,24.0,14.0,SEDANG
985,68.0,94.0,56.0,12.0,22.0,21.0,SEDANG
986,61.0,82.0,56.0,9.0,26.0,7.0,SEDANG
987,66.0,96.0,57.0,17.0,18.0,30.0,SEDANG
988,58.0,99.0,60.0,11.0,19.0,21.0,SEDANG
989,58.0,86.0,57.0,21.0,14.0,46.0,SEDANG
990,57.0,69.0,56.0,14.0,16.0,38.0,SEDANG
991,60.0,77.0,57.0,9.0,18.0,26.0,SEDANG
992,55.0,77.0,56.0,10.0,23.0,25.0,SEDANG
993,54.0,68.0,55.0,12.0,28.0,26.0,SEDANG
994,56.0,77.0,55.0,11.0,22.0,23.0,SEDANG
995,57.0,110.0,58.0,12.0,22.0,18.0,TIDAK SEHAT
996,74.0,107.0,57.0,19.0,16.0,36.0,TIDAK SEHAT
997,67.0,94.0,57.0,11.0,22.0,17.0,SEDANG
998,75.0,106.0,58.0,14.0,25.0,29.0,TIDAK SEHAT
999,76.0,103.0,57.0,12.0,26.0,20.0,TIDAK SEHAT
1000,83.0,104.0,59.0,13.0,20.0,23.0,TIDAK SEHAT
1001,67.0,99.0,57.0,15.0,20.0,24.0,SEDANG
1002,67.0,84.0,57.0,11.0,16.0,20.0,SEDANG
1003,63.0,76.0,57.0,17.0,12.0,52.0,SEDANG
1004,74.0,96.0,57.0,10.0,16.0,23.0,SEDANG
1005,59.0,75.0,57.0,10.0,14.0,21.0,SEDANG
1006,60.0,82.0,59.0,16.0,12.0,42.0,SEDANG
1007,55.0,68.0,58.0,17.0,14.0,42.0,SEDANG
1008,73.0,84.0,55.0,17.0,15.0,36.0,SEDANG
1009,59.0,61.0,55.0,16.0,15.0,39.0,SEDANG
1010,54.0,57.0,55.0,12.0,12.0,32.0,SEDANG
1011,56.0,64.0,55.0,15.0,12.0,39.0,SEDANG
1012,68.0,78.0,55.0,17.0,14.0,41.0,SEDANG
1013,51.0,58.0,56.0,10.0,17.0,34.0,SEDANG
1014,66.0,75.0,56.0,12.0,19.0,34.0,SEDANG
1015,67.0,78.0,56.0,16.0,16.0,38.0,SEDANG
1016,71.0,76.0,56.0,13.0,15.0,28.0,SEDANG
1017,65.0,71.0,55.0,17.0,13.0,45.0,SEDANG
1018,59.0,59.0,55.0,15.0,14.0,36.0,SEDANG
1019,53.0,57.0,56.0,16.0,12.0,52.0,SEDANG
1020,38.0,70.0,56.0,12.0,7.0,53.0,SEDANG
1021,53.0,80.0,57.0,15.0,10.0,91.0,SEDANG
1022,44.0,68.0,57.0,11.0,10.0,36.0,SEDANG
1023,38.0,67.0,56.0,12.0,14.0,35.0,SEDANG
1024,53.0,81.0,57.0,10.0,15.0,34.0,SEDANG
1025,92.0,141.0,56.0,26.0,11.0,78.0,TIDAK SEHAT
1026,68.0,106.0,56.0,15.0,11.0,51.0,TIDAK SEHAT
1027,54.0,88.0,57.0,8.0,17.0,31.0,SEDANG
1028,64.0,105.0,58.0,12.0,18.0,37.0,TIDAK SEHAT
1029,62.0,101.0,57.0,12.0,16.0,38.0,TIDAK SEHAT
1030,58.0,92.0,58.0,10.0,14.0,35.0,SEDANG
1031,67.4754948796038,101.0,58.0,12.0,14.0,37.0,TIDAK SEHAT
1032,62.0,98.0,57.0,12.0,13.0,43.0,SEDANG
1033,50.0,71.0,57.0,13.0,8.0,76.0,SEDANG
1034,52.0,75.0,57.0,9.0,11.0,40.0,SEDANG
1035,50.0,69.0,57.0,18.0,7.0,63.0,SEDANG
1036,60.0,11.0,59.0,18.0,7.0,83.0,SEDANG
1037,27.0,10.0,57.0,9.0,10.0,47.0,SEDANG
1038,97.0,120.0,31.0,13.0,19.0,8.0,TIDAK SEHAT
1039,73.0,91.0,31.0,12.0,14.0,12.0,SEDANG
1040,60.0,71.0,31.0,12.0,12.0,9.0,SEDANG
1041,87.0,106.0,31.0,13.0,12.0,8.0,TIDAK SEHAT
1042,74.0,93.0,31.0,14.0,17.0,10.0,SEDANG
1043,70.0,85.0,32.0,12.0,16.0,12.0,SEDANG
1044,79.0,97.0,31.0,13.0,18.0,8.0,SEDANG
1045,78.0,96.0,32.0,12.0,16.0,14.0,SEDANG
1046,78.0,92.0,32.0,11.0,16.0,7.0,SEDANG
1047,84.0,100.0,32.0,12.0,12.0,10.0,SEDANG
1048,74.0,88.0,31.0,11.0,14.0,7.0,SEDANG
1049,63.0,70.0,31.0,12.0,7.0,9.0,SEDANG
1050,61.0,72.0,31.0,12.0,4.0,6.0,SEDANG
1051,50.77321164674215,74.0,32.0,11.0,8.0,6.0,SEDANG
1052,60.09714275844919,73.0,33.0,34.0,15.0,8.0,SEDANG
1053,56.0,63.0,40.0,25.0,11.0,16.0,SEDANG
1054,57.0,76.0,39.0,23.0,15.0,10.0,SEDANG
1055,87.0,113.0,40.0,31.0,15.0,12.0,TIDAK SEHAT
1056,77.0,97.0,40.0,28.0,13.0,16.0,SEDANG
1057,76.0,92.0,41.0,21.0,15.0,16.0,SEDANG
1058,78.0,100.0,41.0,24.0,19.0,22.0,SEDANG
1059,74.0,103.0,40.0,23.0,17.0,18.0,TIDAK SEHAT
1060,75.0,91.0,41.0,22.0,14.0,20.0,SEDANG
1061,69.0,90.0,41.0,25.0,16.0,22.0,SEDANG
1062,68.0,85.0,40.0,21.0,10.0,17.0,SEDANG
1063,71.0,80.0,41.0,27.0,8.0,16.0,SEDANG
1064,73.0,86.0,41.0,20.0,19.0,13.0,SEDANG
1065,63.0,74.0,40.0,26.0,17.0,9.0,SEDANG
1066,63.0,76.0,40.0,35.0,15.0,9.0,SEDANG
1067,51.0,56.0,40.0,24.0,11.0,14.0,SEDANG
1068,70.0,124.0,28.0,25.0,67.0,26.0,TIDAK SEHAT
1069,66.0,112.0,27.0,24.0,70.0,21.0,TIDAK SEHAT
1070,43.0,66.0,24.0,18.0,76.0,16.0,SEDANG
1071,58.0,100.0,24.0,28.0,71.0,25.0,SEDANG
1072,74.0,128.0,25.0,31.0,71.0,31.0,TIDAK SEHAT
1073,52.0,84.0,29.0,18.0,50.0,18.0,SEDANG
1074,60.0,103.0,27.0,21.0,68.0,22.0,TIDAK SEHAT
1075,63.0,109.0,30.0,24.0,58.0,22.0,TIDAK SEHAT
1076,60.0,99.0,28.0,20.0,72.0,19.0,SEDANG
1077,60.0,104.0,28.0,27.0,61.0,25.0,TIDAK SEHAT
1078,53.0,88.0,27.0,20.0,73.0,18.0,SEDANG
1079,56.0,92.0,26.0,27.0,66.0,27.0,SEDANG
1080,44.0,70.0,29.0,21.0,45.0,19.0,SEDANG
1081,39.0,69.0,33.0,19.0,53.0,18.0,SEDANG
1082,46.0,77.0,29.0,23.0,46.0,22.0,SEDANG
1083,44.0,74.0,28.0,23.0,63.0,23.0,SEDANG
1084,47.0,77.0,28.0,20.0,53.0,14.0,SEDANG
1085,67.0,124.0,29.0,25.0,52.0,14.0,TIDAK SEHAT
1086,67.0,112.0,30.0,29.0,48.0,22.0,TIDAK SEHAT
1087,54.0,88.0,32.0,19.0,48.0,18.0,SEDANG
1088,64.0,110.0,34.0,23.0,38.0,24.0,TIDAK SEHAT
1089,63.0,105.0,32.0,22.0,51.0,19.0,TIDAK SEHAT
1090,61.0,97.0,34.0,21.0,35.0,16.0,SEDANG
1091,60.0,103.0,33.0,22.0,39.0,20.0,TIDAK SEHAT
1092,58.0,91.0,35.0,21.0,39.0,18.0,SEDANG
1093,55.0,84.0,31.0,29.0,29.0,13.0,SEDANG
1094,47.0,74.0,34.0,18.0,41.0,16.0,SEDANG
1095,46.0,70.0,35.0,24.0,45.0,19.0,SEDANG
1096,55.0,87.0,30.0,30.0,46.0,14.0,SEDANG
1097,38.0,66.0,31.0,22.0,35.0,16.0,SEDANG
1098,70.0,98.0,57.0,12.0,29.0,31.0,SEDANG
1099,58.0,84.0,15.0,25.0,23.0,38.0,SEDANG
1100,60.0,84.0,17.0,24.0,24.0,38.0,SEDANG
1101,59.0,87.0,13.0,24.0,26.0,35.0,SEDANG
1102,59.0,79.0,12.0,24.0,29.0,38.0,SEDANG
1103,63.0,92.0,16.0,25.0,33.0,41.0,SEDANG
1104,75.0,99.0,23.0,27.0,27.0,44.0,SEDANG
1105,61.0,83.0,16.0,26.0,28.0,43.0,SEDANG
1106,59.0,84.0,15.0,27.0,15.0,42.0,SEDANG
1107,64.0,94.0,17.0,24.0,18.0,37.0,SEDANG
1108,64.0,102.0,16.0,24.0,29.0,33.0,TIDAK SEHAT
1109,63.0,90.0,15.0,23.0,25.0,33.0,SEDANG
1110,63.0,96.0,16.0,26.0,20.0,44.0,SEDANG
1111,69.0,105.0,16.0,27.0,21.0,49.0,TIDAK SEHAT
1112,61.0,92.0,57.0,15.0,22.0,26.0,SEDANG
1113,59.0,74.0,58.0,12.0,17.0,26.0,SEDANG
1114,71.0,103.0,57.0,18.0,21.0,48.0,TIDAK SEHAT
1115,59.0,76.0,56.0,21.0,19.0,54.0,SEDANG
1116,53.0,70.0,57.0,15.0,13.0,48.0,SEDANG
1117,33.0,47.0,57.0,10.0,10.0,25.0,SEDANG
1118,35.0,53.0,58.0,15.0,13.0,44.0,SEDANG
1119,42.0,56.0,58.0,11.0,15.0,23.0,SEDANG
1120,39.0,65.0,57.0,12.0,19.0,32.0,SEDANG
1121,62.0,79.0,57.0,10.0,22.0,25.0,SEDANG
1122,67.0,101.0,57.0,16.0,24.0,40.0,TIDAK SEHAT
1123,79.0,109.0,60.0,17.0,24.0,46.0,TIDAK SEHAT
1124,65.0,90.0,57.0,14.0,28.0,27.0,SEDANG
1125,66.0,96.0,57.0,15.0,33.0,32.0,SEDANG
1126,66.0,96.0,57.0,14.0,31.0,31.0,SEDANG
1127,71.0,97.0,58.0,13.0,26.0,30.0,SEDANG
1128,71.0,95.0,58.0,11.0,30.0,17.0,SEDANG
1129,66.0,89.0,58.0,11.0,26.0,20.0,SEDANG
1130,67.0,87.0,58.0,11.0,27.0,23.0,SEDANG
1131,63.0,89.0,57.0,11.0,30.0,16.0,SEDANG
1132,58.0,78.0,57.0,11.0,39.0,15.0,SEDANG
1133,64.0,88.0,57.0,11.0,38.0,23.0,SEDANG
1134,80.0,115.0,59.0,12.0,30.0,37.0,TIDAK SEHAT
1135,70.0,92.0,57.0,11.0,36.0,28.0,SEDANG
1136,64.0,93.0,58.0,11.0,28.0,25.0,SEDANG
1137,70.0,100.0,58.0,10.0,28.0,22.0,SEDANG
1138,72.0,104.0,58.0,10.0,33.0,17.0,TIDAK SEHAT
1139,67.0,93.0,57.0,9.0,31.0,12.0,SEDANG
1140,75.0,106.0,58.0,11.0,27.0,27.0,TIDAK SEHAT
1141,78.0,110.0,58.0,11.0,30.0,26.0,TIDAK SEHAT
1142,56.0,89.0,57.0,13.0,13.0,41.0,SEDANG
1143,35.0,67.0,57.0,10.0,11.0,37.0,SEDANG
1144,71.0,106.0,58.0,21.0,12.0,77.0,TIDAK SEHAT
1145,46.0,71.0,57.0,15.0,12.0,62.0,SEDANG
1146,52.0,69.0,58.0,12.0,9.0,57.0,SEDANG
1147,28.0,50.0,57.0,8.0,6.0,61.0,SEDANG
1148,22.0,32.0,57.0,11.0,8.0,85.0,SEDANG
1149,36.0,60.0,58.0,11.0,11.0,66.0,SEDANG
1150,31.0,58.0,57.0,11.0,10.0,45.0,SEDANG
1151,51.0,77.0,58.0,7.0,12.0,24.0,SEDANG
1152,64.0,101.0,58.0,13.0,11.0,31.0,TIDAK SEHAT
1153,61.0,98.0,58.0,12.0,17.0,32.0,SEDANG
1154,68.0,111.0,59.0,19.0,17.0,65.0,TIDAK SEHAT
1155,61.0,92.0,58.0,12.0,17.0,33.0,SEDANG
1156,57.0,90.0,58.0,11.0,17.0,29.0,SEDANG
1157,54.0,86.0,58.0,9.0,22.0,27.0,SEDANG
1158,59.0,93.0,58.0,11.0,17.0,29.0,SEDANG
1159,59.0,88.0,58.0,9.0,18.0,26.0,SEDANG
1160,53.0,82.0,58.0,8.0,19.0,24.0,SEDANG
1161,58.0,89.0,58.0,9.0,19.0,28.0,SEDANG
1162,52.0,81.0,58.0,8.0,20.0,25.0,SEDANG
1163,51.0,78.0,58.0,8.0,20.0,25.0,SEDANG
1164,55.0,83.0,59.0,8.0,23.0,25.0,SEDANG
1165,54.0,82.0,60.0,7.0,22.0,30.0,SEDANG
1166,45.0,73.0,58.0,7.0,20.0,34.0,SEDANG
1167,52.0,76.0,58.0,8.0,15.0,38.0,SEDANG
1168,60.0,91.0,59.0,9.0,19.0,32.0,SEDANG
1169,62.0,99.0,59.0,9.0,21.0,32.0,SEDANG
1170,54.0,15.0,59.0,8.0,22.0,33.0,SEDANG
1171,55.0,16.0,59.0,8.0,21.0,32.0,SEDANG
1172,62.0,16.0,28.0,26.0,21.0,28.0,SEDANG
1173,73.0,98.0,40.0,30.0,18.0,14.0,SEDANG
1174,61.0,71.0,40.0,25.0,15.0,15.0,SEDANG
1175,77.0,105.0,43.0,36.0,17.0,15.0,TIDAK SEHAT
1176,61.0,68.0,51.0,31.0,17.0,16.0,SEDANG
1177,64.0,65.0,51.0,24.0,12.0,16.0,SEDANG
1178,51.0,51.0,51.0,20.0,11.0,12.0,SEDANG
1179,33.0,46.0,51.0,24.0,11.0,14.0,SEDANG
1180,52.0,63.0,51.0,22.0,21.0,10.0,SEDANG
1181,46.0,55.0,51.0,22.0,18.0,13.0,SEDANG
1182,65.0,74.0,51.0,19.0,20.0,12.0,SEDANG
1183,75.0,107.0,51.0,28.0,26.0,17.0,TIDAK SEHAT
1184,79.0,94.0,51.0,26.0,29.0,20.0,SEDANG
1185,73.6448255683676,102.0,51.0,29.0,21.0,23.0,TIDAK SEHAT
1186,72.02899412391073,100.0,51.0,27.0,19.0,22.0,SEDANG
1187,63.862977696905425,88.0,51.0,23.0,22.0,22.0,SEDANG
1188,74.0,81.0,51.0,23.0,29.0,20.0,SEDANG
1189,77.0,97.0,51.0,26.0,19.0,22.0,SEDANG
1190,76.0,90.0,51.0,21.0,24.0,18.0,SEDANG
1191,73.0,81.0,51.0,19.0,24.0,17.0,SEDANG
1192,76.0,84.0,51.0,21.0,25.0,16.0,SEDANG
1193,70.0,81.0,51.0,20.0,27.0,16.0,SEDANG
1194,69.0,80.0,51.0,21.0,32.0,17.0,SEDANG
1195,72.0,81.0,52.0,21.0,34.0,19.0,SEDANG
1196,77.0,87.0,52.0,21.0,26.0,23.0,SEDANG
1197,66.0,74.0,51.0,20.0,30.0,19.0,SEDANG
1198,64.0,79.0,52.0,22.0,25.0,17.0,SEDANG
1199,75.0,92.0,51.0,20.0,27.0,16.0,SEDANG
1200,75.0,90.0,51.0,21.0,31.0,15.0,SEDANG
1201,83.0,97.0,52.0,20.0,31.0,17.0,SEDANG
1202,80.0,94.0,52.0,23.0,28.0,19.0,SEDANG
1203,96.0,113.0,52.0,28.0,28.0,20.0,TIDAK SEHAT
1204,60.11449225474476,94.0,34.0,21.0,44.0,17.0,SEDANG
1205,48.0,74.0,28.0,19.0,45.0,16.0,SEDANG
1206,78.72730656833352,121.0,31.0,33.0,43.0,25.0,TIDAK SEHAT
1207,60.42752488755459,84.0,30.0,29.0,31.753253566637927,25.0,SEDANG
1208,57.62695534182124,78.0,38.0,24.0,23.0,27.0,SEDANG
1209,38.785333831380235,43.0,33.0,20.0,17.0,16.0,BAIK
1210,41.13457929653882,45.0,32.0,24.0,19.0,13.0,BAIK
1211,45.96073556710808,60.0,34.0,22.0,31.0,14.0,SEDANG
1212,47.71986151060013,66.0,30.0,22.0,36.0,23.0,SEDANG
1213,50.54128789570116,77.0,35.0,18.0,44.0,15.0,SEDANG
1214,66.0,117.0,33.0,27.0,25.0,23.0,TIDAK SEHAT
1215,53.0,96.0,34.0,22.0,36.0,20.0,SEDANG
1216,65.0,112.0,34.0,29.0,25.0,32.0,TIDAK SEHAT
1217,59.0,104.0,33.0,25.0,27.0,23.0,TIDAK SEHAT
1218,52.0,89.0,35.0,22.0,31.0,20.0,SEDANG
1219,53.0,99.0,34.0,24.0,37.0,24.0,SEDANG
1220,57.0,99.0,35.0,25.0,27.0,25.0,SEDANG
1221,52.0,89.0,37.0,20.0,36.0,17.0,SEDANG
1222,47.0,93.0,34.0,20.0,53.0,15.0,SEDANG
1223,51.0,91.0,35.0,19.0,54.0,17.0,SEDANG
1224,45.0,88.0,33.0,18.0,58.0,13.0,SEDANG
1225,39.0,82.0,32.0,18.0,61.0,13.0,SEDANG
1226,47.0,85.0,35.0,18.0,52.0,14.0,SEDANG
1227,53.0,95.0,38.0,19.0,41.0,16.0,SEDANG
1228,44.0,84.0,34.0,19.0,47.0,15.0,SEDANG
1229,53.0,90.0,34.0,20.0,37.0,16.0,SEDANG
1230,52.0,91.0,36.0,19.0,44.0,16.0,SEDANG
1231,55.0,104.0,34.0,20.0,54.0,14.0,TIDAK SEHAT
1232,44.0,94.0,34.0,20.0,46.0,15.0,SEDANG
1233,53.0,102.0,33.0,21.0,39.0,19.0,TIDAK SEHAT
1234,59.0,112.0,34.0,22.0,42.0,22.0,TIDAK SEHAT
1235,65.0,91.0,58.0,11.0,36.0,27.0,SEDANG
1236,70.0,95.0,58.0,8.0,34.0,17.0,SEDANG
1237,64.0,89.0,58.0,7.0,32.0,10.0,SEDANG
1238,61.0,87.0,58.0,8.0,35.0,14.0,SEDANG
1239,68.0,97.0,58.0,9.0,31.0,20.0,SEDANG
1240,73.0,102.0,58.0,9.0,33.0,23.0,TIDAK SEHAT
1241,65.0,91.0,59.0,9.0,28.0,22.0,SEDANG
1242,57.0,79.0,57.0,7.0,29.0,9.0,SEDANG
1243,66.0,101.0,58.0,10.0,28.0,27.0,TIDAK SEHAT
1244,65.0,93.0,58.0,9.0,30.0,17.0,SEDANG
1245,54.0,82.0,58.0,9.0,35.0,18.0,SEDANG
1246,70.0,106.0,58.0,12.0,36.0,31.0,TIDAK SEHAT
1247,71.0,94.0,58.0,9.0,32.0,29.0,SEDANG
1248,70.0,101.0,58.0,9.0,43.0,25.0,TIDAK SEHAT
1249,68.0,93.0,58.0,11.0,28.0,34.0,SEDANG
1250,59.0,80.0,58.0,8.0,31.0,22.0,SEDANG
1251,60.0,99.0,59.0,10.0,18.0,40.0,SEDANG
1252,45.0,73.0,58.0,10.0,11.0,44.0,SEDANG
1253,33.0,60.0,58.0,12.0,5.0,53.0,SEDANG
1254,45.0,65.0,58.0,14.0,4.0,59.0,SEDANG
1255,46.0,72.0,58.0,10.0,5.0,41.0,SEDANG
1256,53.0,80.0,58.0,10.0,6.0,38.0,SEDANG
1257,57.0,92.0,58.0,9.0,7.0,33.0,SEDANG
1258,69.0,112.0,59.0,14.0,9.0,48.0,TIDAK SEHAT
1259,62.0,94.0,59.0,11.0,16.0,46.0,SEDANG
1260,54.0,84.0,59.0,9.0,19.0,31.0,SEDANG
1261,51.0,76.0,58.0,7.0,19.0,19.0,SEDANG
1262,43.0,74.0,59.0,7.0,22.0,29.0,SEDANG
1263,64.0,95.0,61.0,12.0,27.0,47.0,SEDANG
1264,62.0,96.0,61.0,11.0,32.0,40.0,SEDANG
1265,63.0,93.0,60.0,11.0,29.0,45.0,SEDANG
1266,58.0,94.0,60.0,10.0,32.0,44.0,SEDANG
1267,69.0,104.0,62.0,13.0,38.0,50.0,TIDAK SEHAT
1268,66.0,104.0,61.0,11.0,36.0,38.0,TIDAK SEHAT
1269,56.0,85.0,60.0,8.0,35.0,36.0,SEDANG
1270,64.0,103.0,62.0,11.0,32.0,50.0,TIDAK SEHAT
1271,63.0,103.0,63.0,12.0,29.0,58.0,TIDAK SEHAT
1272,62.0,89.0,63.0,9.0,31.0,48.0,SEDANG
1273,60.0,88.0,60.0,9.0,29.0,48.0,SEDANG
